id,time,V9FFFS,V39FFFS,V45FFFS,V46FFFS,V48FFFS,V52FFFS,V58FFFS,V59FFFS,V1BIS,V2BIS,V6BIS,V10BIS,V17BIS,V18BIS,V21BIS,V29BIS,V33BIS,V43BIS,V47BIS,V50BIS,V56BIS,V57BIS,V60BIS,V61BIS,V63BIS,V14RI,V15RI,V32RI,V35RI,V5GDP,V12GDP,V20GDP,V31GDP,V41GDP,V54GDP,V65GDP,V4RR,V8RR,V16RR,V23RR,V25RR,V30RR,V36RR,V37RR,V22I,V27I,V28I,V38I,V40I,V44I,V51I
142,2,2,2,4,1,1,1,3,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,2,1,2,2,3,2,2,3,1,1,2,2,2,2,3,1,2,2,1,2,2,3,2,3,4
142,3,1,1,3,1,1,1,1,1,2,2,1,1,3,1,1,1,1,1,1,1,1,2,1,1,1,3,2,2,2,2,4,3,2,3,2,1,2,2,2,1,2,2,2,2,1,1,1,2,1,2,3
142,4,2,1,4,1,2,1,1,1,2,1,1,1,3,1,1,1,1,2,1,1,1,1,1,1,1,3,2,2,3,3,4,3,3,1,1,2,2,2,3,2,2,2,3,2,1,1,1,3,2,4,3
143,1,4,2,4,4,2,2,4,2,2,1,1,1,2,2,1,1,1,4,1,2,2,1,1,1,2,2,2,2,3,2,4,2,4,2,1,3,2,1,3,2,2,1,2,2,2,3,2,1,2,2,1
143,2,4,3,3,4,2,2,1,2,2,1,1,1,3,3,1,1,1,3,2,2,1,1,1,1,2,2,2,2,2,3,4,2,4,4,3,4,1,1,3,2,2,2,2,2,2,3,1,1,2,3,1
143,3,3,2,3,2,1,2,4,3,1,1,1,1,3,2,2,1,1,3,1,1,1,1,1,1,2,2,2,2,2,4,4,3,4,4,3,4,1,1,3,2,2,2,2,2,1,2,1,2,1,3,1
143,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144,1,3,4,4,2,2,2,2,1,1,1,1,1,2,1,1,3,2,4,2,1,1,1,1,1,2,3,3,2,3,4,4,4,4,4,4,4,2,1,3,4,3,3,4,4,2,2,2,3,2,3,4
144,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144,3,1,4,4,1,1,4,1,1,1,1,1,2,3,3,1,3,2,4,2,3,2,2,1,2,3,3,3,4,4,4,4,4,4,4,4,4,2,1,4,3,4,2,4,3,2,2,2,4,3,2,2
144,4,2,4,4,2,1,4,3,1,1,1,2,2,3,2,2,2,2,2,2,2,4,4,1,2,2,3,2,3,4,4,4,4,4,4,2,3,2,1,4,1,4,2,3,2,2,2,2,4,3,3,3
145,1,1,2,3,1,3,2,2,1,2,2,2,1,2,2,1,2,2,3,2,2,2,1,1,2,2,3,2,4,3,3,4,2,4,3,3,3,1,1,4,3,4,3,4,4,1,3,2,3,2,2,3
145,2,2,2,3,3,3,2,2,2,2,2,2,3,3,3,2,2,3,3,3,2,2,2,1,2,2,4,2,3,3,3,4,3,3,4,3,3,2,1,3,3,3,3,3,3,2,2,2,3,1,2,4
145,3,2,3,4,3,3,4,3,2,3,2,3,2,4,3,1,2,4,4,4,4,3,3,2,3,3,4,2,4,4,4,4,2,4,4,3,3,3,2,4,2,4,3,4,4,2,3,2,4,1,3,4
145,4,2,2,4,4,3,3,2,2,3,3,3,2,3,3,2,2,3,4,4,3,2,3,2,2,3,3,3,2,4,2,4,3,3,3,2,3,3,2,3,2,3,3,4,4,2,3,2,3,1,2,3
146,1,3,3,4,4,3,3,1,2,3,1,2,2,4,4,1,1,2,4,4,3,3,3,2,3,3,2,2,3,4,3,4,3,4,3,2,3,3,1,4,2,4,3,3,3,1,1,1,3,4,4,3
146,2,4,2,4,2,4,4,1,4,2,1,1,2,3,3,1,1,2,4,4,3,3,2,3,2,3,2,2,3,3,3,3,3,3,3,3,3,2,2,3,2,3,3,3,2,2,2,1,2,3,4,4
146,3,2,3,4,2,3,3,1,2,2,1,2,2,4,3,1,2,2,4,4,3,3,2,2,2,3,1,2,2,4,3,3,3,3,2,2,3,3,1,3,3,4,4,3,3,3,2,2,2,3,3,3
146,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,1,1,3,2,2,3,1,1,2,4,2,1,2,3,2,1,2,2,3,1,3,2,2,2,2,2,4,2,3,4,4,4,3,4,4,2,2,2,2,4,1,3,2,2,2,2,1,2,2,2,3,4
147,2,1,2,2,1,1,1,4,1,3,2,2,2,2,2,1,1,1,3,1,2,2,1,2,1,2,4,2,2,4,4,4,3,4,4,2,2,2,1,3,1,3,2,2,2,2,2,3,2,2,3,3
147,3,1,2,2,2,2,1,1,2,3,3,2,2,4,4,1,3,2,4,3,3,3,2,1,2,2,4,2,2,3,4,4,4,4,4,3,2,2,3,3,1,3,2,2,3,2,2,2,3,3,3,4
147,4,1,3,3,2,2,1,1,2,2,2,2,3,4,3,1,2,2,4,2,3,2,2,2,2,2,4,2,3,4,4,4,4,4,4,3,3,3,2,4,2,4,2,3,3,1,1,3,2,2,4,4
148,1,2,2,2,2,2,4,1,2,2,2,3,1,3,2,1,2,2,2,2,3,2,1,1,2,2,1,2,2,2,2,2,2,2,2,4,3,2,1,3,2,3,2,3,3,2,3,3,3,2,2,3
148,2,4,4,4,4,3,4,1,2,2,2,2,2,2,2,1,2,2,4,2,2,2,1,2,2,3,1,2,1,3,3,3,3,3,2,4,3,3,3,3,2,3,3,3,3,3,4,2,4,2,3,4
148,3,4,4,4,3,3,4,4,3,2,2,2,1,2,3,2,3,2,3,3,3,2,2,2,2,3,1,2,1,3,2,3,2,3,2,3,2,2,1,3,2,3,2,3,3,3,3,3,4,2,4,4
148,4,4,4,4,3,3,4,4,2,3,2,3,3,3,2,2,3,3,4,3,3,2,2,2,3,3,1,1,2,2,2,3,3,3,2,3,2,3,2,4,1,3,2,3,3,3,1,1,3,2,4,3
149,1,3,3,4,3,4,2,2,4,3,2,2,2,2,2,2,2,2,3,2,2,3,2,2,2,2,2,2,1,3,4,4,2,4,3,3,4,2,2,3,1,2,2,2,2,2,2,2,1,2,4,3
149,2,2,3,3,2,2,2,2,4,2,1,2,1,3,3,1,2,1,3,2,3,3,1,2,2,3,2,2,2,3,3,4,2,3,3,2,3,1,3,2,1,2,2,3,2,1,2,1,2,2,4,3
149,3,2,3,2,2,3,2,2,4,2,2,3,1,2,3,1,3,2,3,2,2,3,1,2,2,3,2,2,2,3,4,4,3,4,4,3,3,2,2,2,2,2,2,2,2,2,1,2,2,2,4,3
149,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150,1,1,4,4,3,3,2,1,4,3,1,3,2,4,3,2,2,4,4,4,4,4,4,4,4,3,2,2,3,3,4,4,4,4,4,4,4,3,2,4,3,4,3,4,4,2,2,1,1,3,1,2
150,2,1,4,4,1,3,2,1,4,3,2,3,2,2,2,1,2,2,4,4,4,3,3,3,3,2,1,1,1,2,4,4,3,4,4,3,4,2,2,3,2,4,2,3,3,1,1,1,1,1,1,2
150,3,1,3,3,1,3,3,1,4,3,3,3,3,4,3,1,2,4,4,4,4,4,3,4,4,3,2,1,2,3,4,4,3,4,3,4,3,3,2,4,3,4,3,4,3,2,3,1,2,3,1,3
150,4,1,2,2,1,4,2,1,4,3,3,3,3,4,3,1,4,4,4,4,4,4,4,4,4,4,2,1,1,2,4,4,2,4,4,2,3,4,2,4,2,4,3,4,4,1,2,1,1,1,2,2
151,1,2,4,4,3,2,2,1,2,2,2,2,2,4,3,2,2,1,4,3,4,3,2,3,2,4,4,3,4,4,4,3,3,4,3,2,3,3,1,4,4,3,3,4,3,4,2,2,4,2,3,2
151,2,3,4,4,4,2,2,2,2,2,1,4,3,2,2,2,3,2,4,3,3,3,2,3,3,3,4,3,3,4,4,3,3,3,3,3,4,3,2,4,3,4,3,2,3,1,3,1,3,2,4,2
151,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,1,2,4,3,2,4,4,4,1,2,3,3,1,4,3,2,4,3,4,4,4,4,3,3,3,3,2,3,2,2,4,4,2,4,3,4,4,2,1,4,1,3,2,3,2,1,2,1,1,2,1,2
152,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,3,3,4,4,2,2,2,2,2,2,2,2,1,3,3,2,2,3,4,4,3,4,3,3,3,4,2,2,1,1,4,4,2,3,4,3,3,2,2,3,2,3,3,2,3,2,2,1,1,1,2,3
152,4,2,4,4,2,1,3,2,1,2,2,2,2,4,3,3,3,3,4,4,4,4,4,2,4,4,2,3,2,2,4,4,3,4,3,4,4,2,2,3,1,3,3,3,3,1,2,1,1,2,2,3
153,1,4,3,3,2,1,2,4,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,2,3,4,3,2,4,4,4,3,2,2,3,1,4,3,3,2,3,3,2,3,4,4,3
153,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154,1,1,2,3,1,1,2,2,1,2,1,3,1,1,2,2,2,3,3,3,3,2,2,2,2,2,2,1,2,3,2,3,2,1,1,3,2,2,2,4,1,2,3,2,2,2,2,2,2,1,4,4
154,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155,1,4,4,4,3,4,4,4,1,2,1,2,1,2,3,1,1,2,2,2,4,4,2,2,3,3,3,2,3,2,4,4,3,3,4,3,3,3,3,3,3,4,4,3,4,3,3,3,3,4,4,4
155,2,4,3,4,1,1,4,4,1,1,1,1,1,3,1,1,1,1,1,1,2,3,1,2,1,3,2,1,3,3,2,3,2,3,4,2,2,3,2,3,1,3,3,2,3,2,2,2,4,4,3,4
155,3,4,2,4,1,4,4,4,1,2,1,1,1,1,1,1,2,1,2,1,1,2,2,1,1,1,2,3,4,3,4,4,3,4,4,2,3,3,3,3,3,4,3,2,4,3,3,3,3,4,4,4
155,4,4,3,4,1,3,4,4,1,1,1,1,1,4,1,1,1,2,3,2,3,3,1,2,1,3,4,2,2,4,4,4,3,4,4,1,4,2,3,3,3,4,4,4,4,1,3,2,4,4,4,4
156,1,2,3,4,4,4,3,1,1,2,1,2,1,2,2,1,1,1,1,2,2,2,2,2,2,1,2,2,3,2,1,2,2,2,2,3,2,2,3,3,3,4,4,3,3,3,4,3,3,3,3,4
156,2,1,4,4,4,4,3,1,1,3,1,2,1,4,2,1,1,1,2,2,2,2,2,2,2,1,1,2,2,2,3,1,1,2,2,2,2,2,2,2,1,2,3,3,2,2,4,2,3,2,3,3
156,3,1,4,4,4,4,3,2,1,3,1,2,1,4,2,1,1,2,1,2,2,2,2,2,2,1,2,3,3,3,2,2,1,2,2,2,2,3,3,3,2,4,4,3,3,2,4,2,3,3,3,4
156,4,1,4,4,3,4,2,3,1,2,1,2,1,4,2,1,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,3,2,2,2,3,2,3,2,4,3,3,3,2,3,1,2,3,3,4
157,1,1,4,4,1,3,2,1,2,2,1,2,3,3,3,1,1,1,2,1,2,2,2,2,2,3,3,4,3,4,3,3,3,3,3,3,3,2,3,4,3,3,3,3,3,4,4,3,4,1,4,4
157,2,1,1,4,1,2,3,2,1,3,1,1,3,2,2,1,3,1,2,1,2,2,1,1,1,1,2,2,3,4,3,3,3,3,3,3,2,2,2,3,4,4,3,3,4,4,3,3,4,2,4,4
157,3,1,4,4,1,2,1,3,2,2,1,1,2,2,2,1,1,1,2,1,2,1,1,2,1,3,3,3,3,4,3,3,3,3,3,3,3,2,3,4,3,3,3,3,3,4,3,2,4,2,4,4
157,4,1,4,4,1,2,1,4,2,2,1,1,2,2,2,1,1,1,2,1,2,2,1,1,1,3,3,3,3,4,3,4,3,3,4,3,3,3,3,4,3,3,3,3,3,4,3,2,4,2,4,4
158,1,3,3,3,3,3,3,2,3,3,3,2,3,3,3,1,3,2,2,3,3,2,3,3,2,3,2,2,3,3,3,3,3,3,3,3,3,2,3,3,1,3,2,3,2,1,2,3,3,3,4,3
158,2,4,4,4,3,4,3,4,3,4,4,4,3,3,4,3,3,3,4,4,4,4,3,3,4,3,3,3,3,3,3,4,4,3,4,4,3,3,4,4,3,4,4,4,3,3,4,4,3,3,4,3
158,3,2,2,1,2,2,3,1,2,2,3,3,2,2,1,2,3,2,2,2,2,3,2,2,2,2,2,2,3,3,3,1,2,3,1,1,2,2,2,2,2,3,2,2,1,1,2,2,2,2,2,2
158,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159,1,1,2,2,2,1,1,1,1,2,1,1,1,2,2,1,2,1,2,2,2,1,1,1,1,2,2,2,2,3,2,3,2,2,2,2,2,2,1,3,1,2,2,2,2,1,2,1,2,1,3,2
159,2,1,2,2,2,2,2,1,2,2,1,1,1,3,3,1,2,2,3,1,2,2,2,1,2,3,2,2,2,4,2,4,2,3,2,2,2,2,2,3,2,2,2,2,2,1,2,1,2,1,4,3
159,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159,4,1,3,2,2,1,2,1,1,2,1,1,1,2,2,1,2,2,4,3,2,2,2,2,2,3,2,2,2,4,3,4,2,3,3,2,2,2,2,4,3,2,2,2,3,2,2,1,2,1,4,2
160,1,1,1,2,2,1,2,3,1,2,1,1,1,2,2,1,2,1,3,2,3,2,1,1,1,2,1,2,2,2,3,3,2,3,2,2,2,2,1,3,2,3,3,2,2,3,2,3,2,1,2,3
160,2,2,1,1,1,1,2,2,1,2,1,1,1,2,1,1,2,1,3,3,3,3,2,1,2,2,2,1,2,3,3,3,2,3,2,2,2,2,1,2,2,3,3,2,2,2,2,2,2,1,2,3
160,3,2,1,2,1,2,2,2,1,2,1,1,1,2,2,1,1,3,3,2,2,3,1,1,1,2,3,2,3,3,3,3,1,3,3,3,2,3,2,3,2,3,3,3,2,2,2,2,2,1,3,3
160,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161,1,1,2,3,4,3,2,3,2,2,3,2,2,3,3,2,3,3,3,3,3,3,2,2,3,3,3,3,3,3,4,4,3,4,3,4,3,3,4,4,4,3,3,3,3,3,2,3,2,2,2,4
161,2,1,2,4,4,4,3,1,2,2,3,2,2,3,4,2,3,2,3,3,3,4,3,2,2,2,4,4,2,4,4,4,2,2,3,3,3,3,2,3,3,3,3,3,4,3,3,1,2,3,2,4
161,3,2,1,4,4,3,3,1,2,3,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,4,3,2,2,3,3,2,3,3,4,2,2,2,3,3,3,3,2,2,3,2,2,2,2,2,4
161,4,2,1,2,3,4,3,1,2,2,3,2,4,3,4,2,2,3,3,4,3,3,3,2,2,3,3,3,2,4,2,4,3,2,3,3,2,3,2,3,2,4,2,3,3,3,2,2,3,2,2,4
162,1,1,3,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,2,2,4,4,3,4,4,4,4,3,1,2,2,4,3,3,3,1,1,1,3,2,1,2
162,2,1,2,3,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,3,2,2,2,2,3,2,3,2,3,3,3,3,3,4,3,3,2,1,2,2,3,2,3,2,2,1,1,2,2,1,2
162,3,1,2,2,2,2,2,2,1,3,2,2,2,3,2,2,2,2,3,3,3,2,2,2,2,2,3,3,3,3,4,4,4,4,3,4,3,2,3,2,3,3,3,2,3,3,1,2,3,2,3,2
162,4,2,2,2,1,2,2,2,1,3,2,2,3,3,3,2,1,3,3,3,3,2,1,2,1,2,2,3,3,3,3,3,3,3,3,3,4,3,2,3,2,3,2,3,3,2,1,2,3,1,1,3
163,1,1,2,4,2,1,2,1,1,1,1,1,1,2,2,1,1,1,3,1,3,2,1,1,1,2,4,2,3,3,3,4,3,4,3,3,3,2,3,3,3,3,2,4,3,2,2,3,4,2,4,3
163,2,1,2,3,2,2,1,1,1,2,1,3,1,2,2,1,1,2,3,2,3,1,1,2,1,3,2,3,3,3,3,4,2,3,3,3,3,2,1,2,3,3,2,3,3,3,2,3,3,2,4,3
163,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163,4,2,2,2,2,1,2,3,2,2,1,2,1,2,3,1,2,1,2,1,2,2,2,1,2,2,3,3,3,4,3,4,3,4,3,2,2,3,3,3,2,3,2,3,3,2,2,3,3,2,4,2
164,1,4,4,4,4,4,4,1,2,4,3,2,4,3,3,2,2,4,4,4,3,3,2,4,3,3,3,3,3,4,3,4,4,4,3,4,3,2,1,4,3,4,2,4,3,2,3,3,3,3,2,2
164,2,4,4,4,4,4,3,4,2,4,3,4,4,4,4,3,2,4,4,4,4,4,2,4,2,4,3,2,3,4,4,4,3,4,4,3,4,2,2,4,3,4,1,2,3,3,4,4,3,2,3,2
164,3,4,4,4,4,3,4,4,3,2,3,3,4,3,2,1,3,3,4,3,3,3,2,3,3,3,2,2,2,4,4,4,3,4,4,3,3,2,2,3,2,3,2,3,2,3,3,3,3,2,3,3
164,4,4,4,4,4,4,4,1,2,2,1,3,3,3,3,1,2,3,4,3,3,3,3,3,2,3,2,2,2,3,4,4,3,4,3,3,3,2,1,3,2,3,2,1,2,2,2,2,3,2,3,2
165,1,2,1,3,2,1,2,2,1,1,2,2,3,1,2,2,3,3,3,2,3,2,1,3,1,3,2,2,2,2,3,3,2,3,2,3,2,2,1,2,1,2,3,2,2,1,3,2,2,1,1,4
165,2,4,4,3,2,1,2,2,1,1,2,3,4,2,2,3,4,3,3,2,3,3,1,3,3,4,1,2,3,2,3,2,2,2,3,2,2,2,1,2,2,2,2,2,2,3,2,2,3,1,4,4
165,3,1,1,2,4,1,2,2,1,2,4,2,4,3,2,4,3,2,3,2,3,3,1,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,1,3,1,3,4
165,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166,1,1,1,4,3,2,1,1,1,3,3,4,1,3,3,3,3,4,3,4,3,4,1,2,2,2,3,2,3,2,4,4,3,3,3,3,3,3,3,4,3,4,3,3,3,3,2,3,4,2,4,3
166,2,1,2,1,1,3,3,1,1,3,3,4,3,4,3,4,3,2,4,4,4,3,4,3,3,3,2,3,2,2,4,3,3,2,4,2,4,3,3,3,4,4,3,3,3,3,3,3,3,4,2,4
166,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167,1,1,2,3,3,2,3,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,1,1,2,2,2,2,2,4,3,3,3,4,2,3,2,2,3,2,3,3,2,2,1,1,2,3,2,3,3
167,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,1,2,2,1,2,2,1,1,2,2,2,2,2,2,3,3,2,4,4,3,4,2,1,3,3,3,3,3,3,2,1,2,3,1,3,3
167,3,3,2,3,2,2,3,2,2,2,2,1,1,2,2,1,2,2,2,1,2,2,2,2,2,2,3,2,2,3,3,3,3,3,3,2,3,2,1,3,2,3,3,2,2,2,1,2,2,2,4,3
167,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,1,1,1,3,2,2,1,1,4,2,2,2,2,2,1,1,2,3,2,3,2,1,1,1,1,2,2,2,2,2,4,4,3,4,4,4,4,2,2,4,1,2,3,2,3,2,2,2,2,1,1,1
168,2,1,2,3,1,2,2,1,4,2,1,1,1,2,2,1,2,1,2,1,2,2,1,1,1,3,1,1,1,2,4,2,3,4,4,4,4,3,2,2,1,4,1,4,3,2,2,1,1,1,1,1
168,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169,1,1,2,2,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,3,2,3,3,3,3,2,1,2,1,3,1,1,2,2,1,2,1,2,3,3
169,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,3,3,3,3,3,3,3,1,2,1,2,1,2,1,1,2,1,1,2,1,2,2,3
169,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,2,4,3,1,3,2,1,3,2,1,2,1,2,1,1,1,1,1,2,1,2,2,3
169,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,3,3,3,2,2,3,2,2,2,1,2,2,1,1,2,1,1,2,1,2,2
170,1,1,2,4,1,2,3,2,3,2,2,3,4,2,2,1,3,3,4,4,3,3,3,4,3,4,2,1,3,3,3,3,1,4,4,2,4,2,1,4,2,3,4,3,2,3,2,3,3,4,4,2
170,2,1,4,3,1,2,2,1,1,3,3,3,3,4,3,2,2,4,4,4,2,2,3,1,1,3,2,3,4,2,3,4,4,4,3,3,4,2,1,3,2,3,4,3,3,2,2,3,2,4,2,3
170,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171,1,1,3,1,1,4,3,1,4,4,3,3,2,3,1,3,2,4,2,4,3,3,1,4,1,2,2,4,2,2,2,3,3,3,3,3,3,2,1,2,2,3,2,2,2,4,2,1,2,1,1,4
171,2,1,4,3,2,4,4,4,4,4,3,4,3,3,4,3,3,1,4,4,2,3,2,4,4,4,2,2,1,2,3,3,2,1,2,3,2,3,1,3,2,3,2,2,2,2,1,1,3,1,2,4
